1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
588, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
589, none, terralith:cave/frostfire_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
590, none, terralith:cave/frostfire_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
591, none, terralith:cave/fungal_caves, MONSTER, minecraft:spider, 80, 4, 4
592, none, terralith:cave/fungal_caves, MONSTER, minecraft:zombie, 80, 16, 32
593, none, terralith:cave/fungal_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
594, none, terralith:cave/fungal_caves, MONSTER, minecraft:skeleton, 80, 4, 4
595, none, terralith:cave/fungal_caves, MONSTER, minecraft:creeper, 80, 4, 4
596, none, terralith:cave/fungal_caves, MONSTER, minecraft:slime, 80, 4, 4
597, none, terralith:cave/fungal_caves, MONSTER, minecraft:enderman, 5, 1, 4
598, none, terralith:cave/fungal_caves, MONSTER, minecraft:witch, 5, 1, 1
599, none, terralith:cave/fungal_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
600, none, terralith:cave/fungal_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
601, none, terralith:cave/fungal_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
602, none, terralith:cave/fungal_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
603, none, terralith:cave/fungal_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
604, none, terralith:cave/fungal_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
605, none, terralith:cave/fungal_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
606, none, terralith:cave/fungal_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
607, none, terralith:cave/fungal_caves, AMBIENT, minecraft:bat, 10, 8, 8
608, none, terralith:cave/fungal_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
609, none, terralith:cave/fungal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
610, none, terralith:cave/granite_caves, MONSTER, minecraft:spider, 80, 4, 4
611, none, terralith:cave/granite_caves, MONSTER, minecraft:zombie, 80, 16, 32
612, none, terralith:cave/granite_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
613, none, terralith:cave/granite_caves, MONSTER, minecraft:skeleton, 80, 4, 4
614, none, terralith:cave/granite_caves, MONSTER, minecraft:creeper, 80, 4, 4
615, none, terralith:cave/granite_caves, MONSTER, minecraft:slime, 80, 4, 4
616, none, terralith:cave/granite_caves, MONSTER, minecraft:enderman, 5, 1, 4
617, none, terralith:cave/granite_caves, MONSTER, minecraft:witch, 5, 1, 1
618, none, terralith:cave/granite_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
619, none, terralith:cave/granite_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
620, none, terralith:cave/granite_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
621, none, terralith:cave/granite_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
622, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
623, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
624, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
625, none, terralith:cave/granite_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
626, none, terralith:cave/granite_caves, AMBIENT, minecraft:bat, 10, 8, 8
627, none, terralith:cave/granite_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
628, none, terralith:cave/granite_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
629, none, terralith:cave/ice_caves, MONSTER, minecraft:spider, 80, 4, 4
630, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie, 80, 16, 32
631, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
632, none, terralith:cave/ice_caves, MONSTER, minecraft:skeleton, 80, 4, 4
633, none, terralith:cave/ice_caves, MONSTER, minecraft:creeper, 80, 4, 4
634, none, terralith:cave/ice_caves, MONSTER, minecraft:slime, 80, 4, 4
635, none, terralith:cave/ice_caves, MONSTER, minecraft:enderman, 5, 1, 4
636, none, terralith:cave/ice_caves, MONSTER, minecraft:witch, 5, 1, 1
637, none, terralith:cave/ice_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
638, none, terralith:cave/ice_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
639, none, terralith:cave/ice_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
640, none, terralith:cave/ice_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
641, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
642, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
643, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
644, none, terralith:cave/ice_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
645, none, terralith:cave/ice_caves, AMBIENT, minecraft:bat, 10, 8, 8
646, none, terralith:cave/ice_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
647, none, terralith:cave/ice_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
648, none, terralith:cave/infested_caves, MONSTER, minecraft:spider, 80, 4, 4
649, none, terralith:cave/infested_caves, MONSTER, minecraft:creeper, 50, 4, 4
650, none, terralith:cave/infested_caves, MONSTER, minecraft:slime, 80, 4, 4
651, none, terralith:cave/infested_caves, MONSTER, minecraft:cave_spider, 20, 1, 1
652, none, terralith:cave/infested_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
653, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
654, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
655, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
656, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
657, none, terralith:cave/infested_caves, AMBIENT, minecraft:bat, 10, 8, 8
658, none, terralith:cave/infested_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
659, none, terralith:cave/infested_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
660, none, terralith:cave/mantle_caves, MONSTER, minecraft:spider, 80, 4, 4
661, none, terralith:cave/mantle_caves, MONSTER, minecraft:zombie, 80, 16, 32
662, none, terralith:cave/mantle_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
663, none, terralith:cave/mantle_caves, MONSTER, minecraft:skeleton, 80, 4, 4
664, none, terralith:cave/mantle_caves, MONSTER, minecraft:creeper, 80, 4, 4
665, none, terralith:cave/mantle_caves, MONSTER, minecraft:slime, 80, 4, 4
666, none, terralith:cave/mantle_caves, MONSTER, minecraft:enderman, 5, 1, 4
667, none, terralith:cave/mantle_caves, MONSTER, minecraft:witch, 5, 1, 1
668, none, terralith:cave/mantle_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
669, none, terralith:cave/mantle_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
670, none, terralith:cave/mantle_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
671, none, terralith:cave/mantle_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
672, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
673, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
674, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
675, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
676, none, terralith:cave/mantle_caves, AMBIENT, minecraft:bat, 10, 8, 8
677, none, terralith:cave/mantle_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
678, none, terralith:cave/mantle_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
679, none, terralith:cave/thermal_caves, MONSTER, minecraft:spider, 80, 4, 4
680, none, terralith:cave/thermal_caves, MONSTER, minecraft:zombie, 80, 16, 32
681, none, terralith:cave/thermal_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
682, none, terralith:cave/thermal_caves, MONSTER, minecraft:skeleton, 80, 4, 4
683, none, terralith:cave/thermal_caves, MONSTER, minecraft:creeper, 80, 4, 4
684, none, terralith:cave/thermal_caves, MONSTER, minecraft:slime, 80, 4, 4
685, none, terralith:cave/thermal_caves, MONSTER, minecraft:enderman, 5, 1, 4
686, none, terralith:cave/thermal_caves, MONSTER, minecraft:witch, 5, 1, 1
687, none, terralith:cave/thermal_caves, MONSTER, minecraft:drowned, 80, 4, 4
688, none, terralith:cave/thermal_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
689, none, terralith:cave/thermal_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
690, none, terralith:cave/thermal_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
691, none, terralith:cave/thermal_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
692, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
693, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
694, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
695, none, terralith:cave/thermal_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
696, none, terralith:cave/thermal_caves, AMBIENT, minecraft:bat, 10, 8, 8
697, none, terralith:cave/thermal_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
698, none, terralith:cave/thermal_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
699, none, terralith:cave/tuff_caves, MONSTER, minecraft:spider, 80, 4, 4
700, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie, 80, 16, 32
701, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
702, none, terralith:cave/tuff_caves, MONSTER, minecraft:skeleton, 80, 4, 4
703, none, terralith:cave/tuff_caves, MONSTER, minecraft:creeper, 80, 4, 4
704, none, terralith:cave/tuff_caves, MONSTER, minecraft:slime, 80, 4, 4
705, none, terralith:cave/tuff_caves, MONSTER, minecraft:enderman, 5, 1, 4
706, none, terralith:cave/tuff_caves, MONSTER, minecraft:witch, 5, 1, 1
707, none, terralith:cave/tuff_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
708, none, terralith:cave/tuff_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
709, none, terralith:cave/tuff_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
710, none, terralith:cave/tuff_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
711, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
712, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
713, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
714, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
715, none, terralith:cave/tuff_caves, AMBIENT, minecraft:bat, 10, 8, 8
716, none, terralith:cave/tuff_caves, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
717, none, terralith:cave/tuff_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
718, none, terralith:cave/underground_jungle, MONSTER, minecraft:spider, 80, 4, 4
719, none, terralith:cave/underground_jungle, MONSTER, minecraft:zombie, 80, 16, 32
720, none, terralith:cave/underground_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
721, none, terralith:cave/underground_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
722, none, terralith:cave/underground_jungle, MONSTER, minecraft:creeper, 80, 4, 4
723, none, terralith:cave/underground_jungle, MONSTER, minecraft:slime, 80, 4, 4
724, none, terralith:cave/underground_jungle, MONSTER, minecraft:enderman, 5, 1, 4
725, none, terralith:cave/underground_jungle, MONSTER, minecraft:witch, 5, 1, 2
726, none, terralith:cave/underground_jungle, MONSTER, mutantmonsters:mutant_creeper, 20, 1, 1
727, none, terralith:cave/underground_jungle, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
728, none, terralith:cave/underground_jungle, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
729, none, terralith:cave/underground_jungle, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
730, none, terralith:cave/underground_jungle, CREATURE, minecraft:turtle, 35, 3, 4
731, none, terralith:cave/underground_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
732, none, terralith:cave/underground_jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
733, none, terralith:cave/underground_jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
734, none, terralith:cave/underground_jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
735, none, terralith:cave/underground_jungle, AMBIENT, minecraft:bat, 10, 8, 8
736, none, terralith:cave/underground_jungle, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
737, none, terralith:cave/underground_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
738, none, terralith:cave/underground_jungle, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
739, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:spider, 80, 4, 4
740, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie, 80, 16, 32
741, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
742, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:skeleton, 80, 4, 4
743, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:creeper, 80, 4, 4
744, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:slime, 80, 4, 4
745, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:enderman, 5, 1, 4
746, extreme_hills, minecraft:cherry_grove, MONSTER, minecraft:witch, 5, 1, 1
747, extreme_hills, minecraft:cherry_grove, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
748, extreme_hills, minecraft:cherry_grove, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
749, extreme_hills, minecraft:cherry_grove, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
750, extreme_hills, minecraft:cherry_grove, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
751, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:pig, 10, 1, 2
752, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:rabbit, 10, 2, 6
753, extreme_hills, minecraft:cherry_grove, CREATURE, minecraft:sheep, 10, 2, 4
754, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:drygmy, 10, 1, 2
755, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
756, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
757, extreme_hills, minecraft:cherry_grove, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
758, extreme_hills, minecraft:cherry_grove, AMBIENT, minecraft:bat, 10, 8, 8
759, extreme_hills, minecraft:cherry_grove, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
760, extreme_hills, minecraft:cherry_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
761, forest, terralith:cloud_forest, MONSTER, minecraft:spider, 80, 4, 4
762, forest, terralith:cloud_forest, MONSTER, minecraft:zombie, 80, 16, 32
763, forest, terralith:cloud_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
764, forest, terralith:cloud_forest, MONSTER, minecraft:skeleton, 80, 4, 4
765, forest, terralith:cloud_forest, MONSTER, minecraft:creeper, 80, 4, 4
766, forest, terralith:cloud_forest, MONSTER, minecraft:slime, 80, 4, 4
767, forest, terralith:cloud_forest, MONSTER, minecraft:enderman, 5, 1, 4
768, forest, terralith:cloud_forest, MONSTER, minecraft:witch, 5, 1, 1
769, forest, terralith:cloud_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
770, forest, terralith:cloud_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
771, forest, terralith:cloud_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
772, forest, terralith:cloud_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
773, forest, terralith:cloud_forest, CREATURE, minecraft:sheep, 12, 8, 8
774, forest, terralith:cloud_forest, CREATURE, minecraft:pig, 10, 8, 8
775, forest, terralith:cloud_forest, CREATURE, minecraft:chicken, 10, 8, 8
776, forest, terralith:cloud_forest, CREATURE, minecraft:cow, 10, 8, 8
777, forest, terralith:cloud_forest, CREATURE, minecraft:wolf, 10, 4, 4
778, forest, terralith:cloud_forest, CREATURE, minecraft:rabbit, 10, 2, 3
779, forest, terralith:cloud_forest, CREATURE, minecraft:fox, 10, 2, 4
780, forest, terralith:cloud_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
781, forest, terralith:cloud_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
782, forest, terralith:cloud_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
783, forest, terralith:cloud_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
784, forest, terralith:cloud_forest, AMBIENT, minecraft:bat, 10, 8, 8
785, forest, terralith:cloud_forest, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
786, forest, terralith:cloud_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
787, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
788, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 16, 32
789, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
790, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
791, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
792, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
793, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
794, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
795, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
796, ocean, minecraft:cold_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
797, ocean, minecraft:cold_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
798, ocean, minecraft:cold_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
799, ocean, minecraft:cold_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
800, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
801, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
802, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
803, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
804, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
805, ocean, minecraft:cold_ocean, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
806, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
807, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
808, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
809, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
810, none, terralith:cold_shrubland, MONSTER, minecraft:spider, 80, 4, 4
811, none, terralith:cold_shrubland, MONSTER, minecraft:zombie, 80, 16, 32
812, none, terralith:cold_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
813, none, terralith:cold_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
814, none, terralith:cold_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
815, none, terralith:cold_shrubland, MONSTER, minecraft:slime, 80, 4, 4
816, none, terralith:cold_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
817, none, terralith:cold_shrubland, MONSTER, minecraft:witch, 5, 1, 1
818, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
819, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
820, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
821, none, terralith:cold_shrubland, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
822, none, terralith:cold_shrubland, CREATURE, minecraft:sheep, 12, 8, 8
823, none, terralith:cold_shrubland, CREATURE, minecraft:pig, 10, 8, 8
824, none, terralith:cold_shrubland, CREATURE, minecraft:chicken, 10, 8, 8
825, none, terralith:cold_shrubland, CREATURE, minecraft:cow, 10, 8, 8
826, none, terralith:cold_shrubland, CREATURE, minecraft:horse, 10, 2, 6
827, none, terralith:cold_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
828, none, terralith:cold_shrubland, CREATURE, ars_nouveau:drygmy, 10, 1, 2
829, none, terralith:cold_shrubland, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
830, none, terralith:cold_shrubland, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
831, none, terralith:cold_shrubland, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
832, none, terralith:cold_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
833, none, terralith:cold_shrubland, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
834, none, terralith:cold_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
835, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
836, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
837, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
838, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 10, 4, 4
839, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
840, nether, minecraft:crimson_forest, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
841, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
842, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 16, 32
843, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
844, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
845, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
846, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
847, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
848, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
849, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
850, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
851, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
852, forest, minecraft:dark_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
853, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
854, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
855, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
856, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
857, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
858, forest, minecraft:dark_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
859, forest, minecraft:dark_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
860, forest, minecraft:dark_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
861, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
862, forest, minecraft:dark_forest, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
863, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
864, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
865, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 16, 32
866, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
867, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
868, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
869, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
870, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
871, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
872, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
873, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
874, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
875, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
876, ocean, minecraft:deep_cold_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
877, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
878, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
879, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
880, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
881, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
882, ocean, minecraft:deep_cold_ocean, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
883, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
884, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
885, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
886, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
887, none, minecraft:deep_dark, CREATURE, ars_nouveau:drygmy, 10, 1, 2
888, none, minecraft:deep_dark, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
889, none, minecraft:deep_dark, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
890, none, minecraft:deep_dark, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
891, none, minecraft:deep_dark, AMBIENT, dayzombierebooted:spawner, 10, 1, 1
892, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
893, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 16, 32
894, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
895, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
896, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
